TransactionID,Date,Amount,Type,Description,Category
3078,2025-07-01,2896.04,transfer,Bank Transfer,TRANSFER
3079,2024-08-06,2471.29,debit,McDonalds,FOOD
3080,2025-10-12,2448.21,transfer,Amazon Purchase,SHOPPING
3081,2024-09-03,2725.52,credit,McDonalds,FOOD
3082,2024-12-05,3355.07,credit,Flight Booking,TRAVEL
3083,2025-08-16,4803.89,debit,Mutual Fund SIP,INVESTMENT
3084,2025-01-29,518.35,debit,Bank Transfer,TRANSFER
3085,2024-02-24,2200.86,transfer,UPI Transfer,TRANSFER
3086,2025-05-23,4546.96,debit,Doctor Consultation,MEDICAL
3087,2024-10-25,236.34,debit,Bonus Credit,SALARY
3088,2024-05-15,2058.87,credit,Water Bill,BILLS
3089,2025-07-31,1258.27,transfer,Bank Transfer,TRANSFER
3090,2025-04-02,4089.14,credit,Flipkart Order,SHOPPING
3091,2024-10-30,822.27,debit,UPI Transfer,TRANSFER
3092,2025-09-19,575.43,transfer,Netflix Subscription,ENTERTAINMENT
3093,2024-11-27,4051.18,credit,Doctor Consultation,MEDICAL
3094,2024-02-01,721.0,debit,Uber Ride,TRAVEL
3095,2025-08-18,865.17,credit,Stock Purchase,INVESTMENT
3096,2024-01-20,278.9,transfer,Train Ticket,TRAVEL
3097,2025-09-22,2900.97,transfer,Stock Purchase,INVESTMENT
3098,2025-08-10,4701.01,credit,Mutual Fund SIP,INVESTMENT
3099,2025-09-13,3615.17,transfer,Uber Ride,TRAVEL
3100,2024-07-02,1099.43,credit,McDonalds,FOOD
3101,2025-03-16,3894.04,transfer,Wallet Transfer,TRANSFER
3102,2025-05-07,1157.79,credit,Monthly Salary Credit,SALARY
3103,2025-04-27,1062.74,transfer,Movie Ticket,ENTERTAINMENT
3104,2023-12-22,3728.05,transfer,Flight Booking,TRAVEL
3105,2025-11-05,4083.6,debit,Electricity Bill,BILLS
3106,2024-04-03,4526.83,debit,Starbucks Coffee,FOOD
3107,2024-01-22,3917.76,credit,Mutual Fund SIP,INVESTMENT
3108,2025-06-25,3676.54,credit,Dominos Pizza,FOOD
3109,2025-10-28,934.89,debit,UPI Transfer,TRANSFER
3110,2025-10-04,4335.32,debit,Flight Booking,TRAVEL
3111,2025-02-16,4424.43,transfer,Amazon Purchase,SHOPPING
3112,2025-01-30,4257.67,transfer,Mutual Fund SIP,INVESTMENT
3113,2025-05-08,3820.75,debit,Internet Bill,BILLS
3114,2025-10-23,1688.95,transfer,Dominos Pizza,FOOD
3115,2023-11-23,346.87,debit,Crypto Buy,INVESTMENT
3116,2024-12-09,3754.99,debit,Stock Purchase,INVESTMENT
3117,2025-07-07,4625.16,credit,Wallet Transfer,TRANSFER
3118,2025-07-13,253.38,credit,Bank Transfer,TRANSFER
3119,2025-02-08,3088.66,credit,Flight Booking,TRAVEL
3120,2025-07-14,4028.84,transfer,McDonalds,FOOD
3121,2024-10-24,4952.88,credit,Amazon Purchase,SHOPPING
3122,2024-02-18,136.92,transfer,Uber Ride,TRAVEL
3123,2025-08-04,4130.86,debit,Stock Purchase,INVESTMENT
3124,2024-12-29,4178.37,transfer,Uber Ride,TRAVEL
3125,2025-04-30,51.77,transfer,Crypto Buy,INVESTMENT
3126,2024-05-28,1359.19,credit,Amazon Purchase,SHOPPING
3127,2024-11-19,3489.63,credit,Uber Ride,TRAVEL
3128,2024-12-25,597.23,credit,Netflix Subscription,ENTERTAINMENT
3129,2024-04-21,4587.07,credit,Doctor Consultation,MEDICAL
3130,2025-02-05,2621.83,transfer,Monthly Salary Credit,SALARY
3131,2024-07-02,802.04,credit,Bank Transfer,TRANSFER
3132,2025-02-03,4738.43,debit,Movie Ticket,ENTERTAINMENT
3133,2025-02-25,4142.23,credit,Stock Purchase,INVESTMENT
3134,2025-10-04,929.31,transfer,Mutual Fund SIP,INVESTMENT
3135,2025-05-29,4386.6,transfer,UPI Transfer,TRANSFER
3136,2024-08-16,4253.66,transfer,Flight Booking,TRAVEL
3137,2025-04-06,3784.07,credit,Fuel Station,TRAVEL
3138,2024-09-08,4589.62,debit,Lifestyle Store,SHOPPING
3139,2024-12-30,3952.81,debit,Starbucks Coffee,FOOD
3140,2024-06-26,512.5,credit,McDonalds,FOOD
3141,2024-06-09,4557.17,debit,Medical Test,MEDICAL
3142,2024-09-23,2429.55,credit,Crypto Buy,INVESTMENT
3143,2025-10-12,2883.27,credit,Bank Transfer,TRANSFER
3144,2024-09-25,389.88,credit,Doctor Consultation,MEDICAL
3145,2024-07-07,2722.89,transfer,Myntra Clothing,SHOPPING
3146,2024-01-10,460.12,credit,Doctor Consultation,MEDICAL
3147,2025-09-08,1416.55,transfer,Restaurant Bill,FOOD
3148,2025-01-08,1865.67,transfer,Internet Bill,BILLS
3149,2024-01-28,707.45,credit,Fuel Station,TRAVEL
3150,2024-07-29,1202.26,transfer,Uber Ride,TRAVEL
3151,2024-07-26,3505.55,debit,McDonalds,FOOD
3152,2024-01-16,325.37,transfer,Dominos Pizza,FOOD
3153,2025-02-19,4366.26,debit,Gaming Purchase,ENTERTAINMENT
3154,2024-08-09,1790.12,credit,Crypto Buy,INVESTMENT
3155,2024-09-12,54.89,transfer,McDonalds,FOOD
3156,2023-12-26,2946.17,debit,Amazon Purchase,SHOPPING
3157,2024-02-18,2404.63,credit,Uber Ride,TRAVEL
3158,2024-07-16,1386.14,debit,McDonalds,FOOD
3159,2025-01-21,4060.0,transfer,Lifestyle Store,SHOPPING
3160,2024-12-10,2874.16,credit,Bank Transfer,TRANSFER
3161,2024-04-29,2269.16,transfer,Flipkart Order,SHOPPING
3162,2024-04-05,2688.57,transfer,UPI Transfer,TRANSFER
3163,2024-08-05,4727.91,transfer,Flipkart Order,SHOPPING
3164,2025-01-10,370.78,credit,Monthly Salary Credit,SALARY
3165,2025-02-28,1314.23,transfer,Wallet Transfer,TRANSFER
3166,2025-03-07,4960.66,transfer,Mobile Recharge,BILLS
3167,2024-03-05,128.18,credit,Monthly Salary Credit,SALARY
3168,2025-05-11,82.96,transfer,Fuel Station,TRAVEL
3169,2024-08-02,388.89,transfer,Crypto Buy,INVESTMENT
3170,2025-09-28,3640.38,credit,Mutual Fund SIP,INVESTMENT
3171,2024-01-07,4548.17,transfer,Monthly Salary Credit,SALARY
3172,2023-12-09,533.99,transfer,Bonus Credit,SALARY
3173,2025-01-11,3798.21,debit,Crypto Buy,INVESTMENT
3174,2024-02-06,756.6,transfer,Train Ticket,TRAVEL
3175,2025-02-05,2041.29,debit,Movie Ticket,ENTERTAINMENT
3176,2024-08-01,4853.78,debit,Stock Purchase,INVESTMENT
3177,2025-06-05,4377.74,debit,UPI Transfer,TRANSFER
3178,2025-06-09,3024.41,credit,McDonalds,FOOD
3179,2025-10-15,819.87,debit,Bonus Credit,SALARY
3180,2024-03-10,1891.71,debit,UPI Transfer,TRANSFER
3181,2024-07-27,1690.73,debit,Crypto Buy,INVESTMENT
3182,2025-07-05,2878.67,credit,Bank Transfer,TRANSFER
3183,2024-12-30,419.18,debit,Flipkart Order,SHOPPING
3184,2023-12-07,456.19,credit,Water Bill,BILLS
3185,2024-04-16,3200.22,credit,Myntra Clothing,SHOPPING
3186,2023-11-24,4065.52,debit,Medical Test,MEDICAL
3187,2025-06-14,2828.25,credit,Flight Booking,TRAVEL
3188,2025-05-22,2053.65,transfer,Bank Transfer,TRANSFER
3189,2025-10-08,2547.24,transfer,Internet Bill,BILLS
3190,2025-01-10,3204.01,debit,Amazon Purchase,SHOPPING
3191,2025-05-27,1444.63,credit,Water Bill,BILLS
3192,2024-01-04,3782.97,transfer,Lifestyle Store,SHOPPING
3193,2024-07-01,4763.35,debit,Stock Purchase,INVESTMENT
3194,2023-12-31,742.39,transfer,Water Bill,BILLS
3195,2024-08-30,2825.51,credit,Lifestyle Store,SHOPPING
3196,2025-09-04,523.32,transfer,Crypto Buy,INVESTMENT
3197,2025-09-01,647.66,credit,Fuel Station,TRAVEL
3198,2024-03-12,561.25,transfer,Flight Booking,TRAVEL
3199,2024-02-23,3648.84,debit,Uber Ride,TRAVEL
3200,2024-03-22,1624.37,transfer,Bank Transfer,TRANSFER
3201,2024-01-09,3149.48,credit,Bonus Credit,SALARY
3202,2024-05-28,1531.25,transfer,Amazon Purchase,SHOPPING
3203,2025-07-15,1217.21,transfer,Mutual Fund SIP,INVESTMENT
3204,2025-01-14,1725.2,credit,Flipkart Order,SHOPPING
3205,2025-09-20,3880.24,debit,Mutual Fund SIP,INVESTMENT
3206,2025-01-05,3232.87,transfer,Netflix Subscription,ENTERTAINMENT
3207,2024-10-03,1742.49,transfer,Monthly Salary Credit,SALARY
3208,2025-04-10,1484.96,debit,Mutual Fund SIP,INVESTMENT
3209,2025-02-05,2335.44,transfer,McDonalds,FOOD
3210,2025-03-24,2306.1,transfer,Fuel Station,TRAVEL
3211,2025-08-09,1948.48,transfer,Amazon Purchase,SHOPPING
3212,2024-11-20,3355.88,transfer,Mutual Fund SIP,INVESTMENT
3213,2025-08-24,2571.87,credit,Internet Bill,BILLS
3214,2024-03-25,641.17,credit,Fuel Station,TRAVEL
3215,2025-10-05,2075.09,transfer,Monthly Salary Credit,SALARY
3216,2025-06-22,3976.93,credit,Netflix Subscription,ENTERTAINMENT
3217,2023-12-11,4223.55,transfer,Fuel Station,TRAVEL
3218,2024-03-08,1572.42,transfer,Electricity Bill,BILLS
3219,2024-06-19,2791.85,transfer,McDonalds,FOOD
3220,2025-01-21,2709.25,credit,Movie Ticket,ENTERTAINMENT
3221,2024-09-01,4988.87,transfer,Internet Bill,BILLS
3222,2024-12-10,4084.8,credit,Bank Transfer,TRANSFER
3223,2025-05-20,3794.31,debit,UPI Transfer,TRANSFER
3224,2024-04-29,2407.91,credit,Monthly Salary Credit,SALARY
3225,2024-06-12,2231.94,transfer,Mutual Fund SIP,INVESTMENT
3226,2024-09-16,2843.11,debit,Mobile Recharge,BILLS
3227,2025-10-14,161.93,transfer,Dominos Pizza,FOOD
3228,2025-05-21,282.83,credit,Wallet Transfer,TRANSFER
3229,2024-11-04,2875.59,credit,Myntra Clothing,SHOPPING
3230,2024-07-15,4549.91,transfer,Netflix Subscription,ENTERTAINMENT
3231,2025-07-16,4180.57,debit,Gaming Purchase,ENTERTAINMENT
3232,2025-06-02,1840.52,credit,Stock Purchase,INVESTMENT
3233,2024-10-05,403.38,transfer,Lifestyle Store,SHOPPING
3234,2025-11-02,659.33,debit,McDonalds,FOOD
3235,2024-03-19,3024.66,debit,Mobile Recharge,BILLS
3236,2024-01-10,322.71,transfer,Lifestyle Store,SHOPPING
3237,2025-06-15,1747.94,debit,Restaurant Bill,FOOD
3238,2024-02-13,1151.58,credit,Lifestyle Store,SHOPPING
3239,2025-05-09,1030.13,transfer,Bonus Credit,SALARY
3240,2025-04-03,4546.8,credit,Netflix Subscription,ENTERTAINMENT
3241,2024-03-11,4830.09,transfer,Mutual Fund SIP,INVESTMENT
3242,2025-01-14,1546.24,debit,Medical Test,MEDICAL
3243,2025-04-26,1440.66,debit,McDonalds,FOOD
3244,2025-10-10,4260.0,debit,Uber Ride,TRAVEL
3245,2024-09-26,906.05,credit,Medical Test,MEDICAL
3246,2025-07-26,1579.43,credit,Mobile Recharge,BILLS
3247,2025-02-03,814.68,credit,Netflix Subscription,ENTERTAINMENT
3248,2025-03-17,4057.5,debit,McDonalds,FOOD
3249,2024-01-10,1699.48,transfer,Starbucks Coffee,FOOD
3250,2025-08-28,867.17,credit,Movie Ticket,ENTERTAINMENT
3251,2025-02-28,2807.25,debit,Dominos Pizza,FOOD
3252,2025-11-11,1372.9,transfer,Train Ticket,TRAVEL
3253,2024-04-14,2760.63,debit,Fuel Station,TRAVEL
3254,2023-12-16,733.45,credit,Amazon Purchase,SHOPPING
3255,2025-01-28,1302.85,credit,Stock Purchase,INVESTMENT
3256,2025-04-15,3207.17,debit,Wallet Transfer,TRANSFER
3257,2024-05-06,1963.26,credit,Doctor Consultation,MEDICAL
3258,2024-04-25,791.87,debit,Wallet Transfer,TRANSFER
3259,2025-09-26,2594.39,debit,Electricity Bill,BILLS
3260,2025-05-24,2703.51,transfer,Amazon Purchase,SHOPPING
3261,2024-02-16,950.72,debit,Restaurant Bill,FOOD
3262,2024-02-14,4193.58,transfer,Internet Bill,BILLS
3263,2025-06-26,635.04,transfer,Wallet Transfer,TRANSFER
3264,2024-05-24,1770.36,debit,Crypto Buy,INVESTMENT
3265,2024-06-07,1924.28,debit,Doctor Consultation,MEDICAL
3266,2025-03-16,736.69,credit,Amazon Purchase,SHOPPING
3267,2024-03-25,2998.2,transfer,Electricity Bill,BILLS
3268,2025-09-19,434.77,transfer,Water Bill,BILLS
3269,2023-12-29,930.6,transfer,Starbucks Coffee,FOOD
3270,2023-11-16,771.15,transfer,Netflix Subscription,ENTERTAINMENT
3271,2024-05-23,261.77,transfer,Internet Bill,BILLS
3272,2025-09-07,3443.05,transfer,Monthly Salary Credit,SALARY
3273,2025-06-26,1519.58,credit,Movie Ticket,ENTERTAINMENT
3274,2024-11-25,3270.94,debit,Mutual Fund SIP,INVESTMENT
3275,2025-09-28,2929.22,transfer,Gaming Purchase,ENTERTAINMENT
3276,2024-06-27,3764.11,transfer,Amazon Purchase,SHOPPING
3277,2025-06-30,2193.18,credit,Amazon Purchase,SHOPPING
3278,2025-09-11,1833.19,debit,Pharmacy Purchase,MEDICAL
3279,2023-11-20,752.63,transfer,Myntra Clothing,SHOPPING
3280,2025-03-17,4006.87,credit,Train Ticket,TRAVEL
3281,2025-08-25,4785.36,credit,Wallet Transfer,TRANSFER
3282,2025-09-06,3538.18,credit,Movie Ticket,ENTERTAINMENT
3283,2024-03-16,1792.72,debit,Dominos Pizza,FOOD
3284,2025-09-30,2145.49,transfer,Movie Ticket,ENTERTAINMENT
3285,2024-02-15,4751.0,transfer,Amazon Purchase,SHOPPING
3286,2024-08-02,1729.17,transfer,Medical Test,MEDICAL
3287,2024-04-10,1051.3,credit,Bonus Credit,SALARY
3288,2024-05-08,1543.39,debit,Gaming Purchase,ENTERTAINMENT
3289,2025-04-20,3883.85,credit,UPI Transfer,TRANSFER
3290,2025-09-03,727.48,debit,UPI Transfer,TRANSFER
3291,2024-08-03,3203.59,credit,Movie Ticket,ENTERTAINMENT
3292,2025-02-07,208.41,transfer,Stock Purchase,INVESTMENT
3293,2025-10-24,1432.62,debit,Monthly Salary Credit,SALARY
3294,2025-10-25,4521.38,transfer,Train Ticket,TRAVEL
3295,2025-07-10,63.69,debit,Uber Ride,TRAVEL
3296,2025-02-02,3024.63,debit,UPI Transfer,TRANSFER
3297,2025-02-08,3093.62,credit,Bonus Credit,SALARY
3298,2024-04-26,1864.63,transfer,Myntra Clothing,SHOPPING
3299,2024-04-14,59.37,debit,Mutual Fund SIP,INVESTMENT
3300,2023-12-18,674.04,debit,Internet Bill,BILLS
3301,2024-11-01,1202.42,transfer,Doctor Consultation,MEDICAL
3302,2023-11-18,55.84,credit,Water Bill,BILLS
3303,2025-07-25,3714.47,credit,Internet Bill,BILLS
3304,2023-11-20,1161.34,transfer,Internet Bill,BILLS
3305,2025-10-03,856.15,credit,Crypto Buy,INVESTMENT
3306,2025-07-15,2349.04,transfer,Crypto Buy,INVESTMENT
3307,2025-08-13,214.79,transfer,Gaming Purchase,ENTERTAINMENT
3308,2025-11-10,1176.99,transfer,Monthly Salary Credit,SALARY
3309,2024-12-24,2804.65,transfer,Mutual Fund SIP,INVESTMENT
3310,2025-09-11,3045.65,transfer,Amazon Purchase,SHOPPING
3311,2024-06-11,2263.06,debit,Uber Ride,TRAVEL
3312,2025-10-23,4413.4,debit,UPI Transfer,TRANSFER
3313,2025-05-14,4958.01,debit,Internet Bill,BILLS
3314,2025-09-04,755.33,debit,Movie Ticket,ENTERTAINMENT
3315,2025-06-03,2797.89,transfer,Mobile Recharge,BILLS
3316,2025-07-05,1453.92,credit,Water Bill,BILLS
3317,2025-04-26,1053.16,debit,Medical Test,MEDICAL
3318,2025-09-21,397.07,debit,Bank Transfer,TRANSFER
3319,2024-10-26,4138.11,credit,Fuel Station,TRAVEL
3320,2025-07-30,4972.07,debit,Mutual Fund SIP,INVESTMENT
3321,2023-12-16,3095.36,debit,Bank Transfer,TRANSFER
3322,2024-12-24,1625.61,transfer,Stock Purchase,INVESTMENT
3323,2024-06-01,4837.34,credit,Monthly Salary Credit,SALARY
3324,2025-04-13,1092.64,credit,Train Ticket,TRAVEL
3325,2025-04-16,171.18,credit,Water Bill,BILLS
3326,2024-11-07,2927.54,credit,Mutual Fund SIP,INVESTMENT
3327,2024-02-14,2909.77,debit,Restaurant Bill,FOOD
3328,2024-01-05,1713.15,debit,Bonus Credit,SALARY
3329,2025-06-19,4246.25,credit,Bonus Credit,SALARY
3330,2024-04-27,3642.87,debit,Flight Booking,TRAVEL
3331,2025-04-07,1764.71,credit,Pharmacy Purchase,MEDICAL
3332,2025-09-08,1706.21,debit,Bank Transfer,TRANSFER
3333,2024-10-26,1566.13,debit,Netflix Subscription,ENTERTAINMENT
3334,2024-07-29,2413.66,debit,UPI Transfer,TRANSFER
3335,2024-03-15,595.02,transfer,Lifestyle Store,SHOPPING
3336,2024-09-10,4950.18,transfer,Fuel Station,TRAVEL
3337,2025-01-09,4009.02,transfer,Flipkart Order,SHOPPING
3338,2025-01-03,3326.5,credit,Bank Transfer,TRANSFER
3339,2024-09-25,3983.99,credit,Uber Ride,TRAVEL
3340,2024-02-02,1686.25,credit,Wallet Transfer,TRANSFER
3341,2025-04-22,1192.66,debit,Crypto Buy,INVESTMENT
3342,2024-03-20,921.15,credit,Uber Ride,TRAVEL
3343,2024-04-24,379.01,debit,Bonus Credit,SALARY
3344,2025-05-17,110.06,credit,Netflix Subscription,ENTERTAINMENT
3345,2024-11-09,1510.05,transfer,Monthly Salary Credit,SALARY
3346,2025-07-26,2507.45,debit,Crypto Buy,INVESTMENT
3347,2025-09-12,3881.52,debit,Wallet Transfer,TRANSFER
3348,2024-09-29,1540.71,transfer,Flipkart Order,SHOPPING
3349,2025-01-24,978.5,transfer,Flipkart Order,SHOPPING
3350,2023-12-22,799.69,credit,Flight Booking,TRAVEL
3351,2024-11-03,2724.83,credit,Wallet Transfer,TRANSFER
3352,2024-12-09,4864.49,transfer,Restaurant Bill,FOOD
3353,2024-11-15,2685.77,credit,Amazon Purchase,SHOPPING
3354,2024-05-21,971.16,debit,Crypto Buy,INVESTMENT
3355,2024-06-26,3339.91,debit,Movie Ticket,ENTERTAINMENT
3356,2025-01-28,273.64,credit,Pharmacy Purchase,MEDICAL
3357,2025-08-06,1580.25,transfer,Flipkart Order,SHOPPING
3358,2024-10-30,1244.55,credit,Bonus Credit,SALARY
3359,2025-06-12,4125.97,credit,Mobile Recharge,BILLS
3360,2025-10-03,2370.98,transfer,Wallet Transfer,TRANSFER
3361,2024-11-16,2262.87,transfer,Electricity Bill,BILLS
3362,2024-05-22,4809.19,debit,Gaming Purchase,ENTERTAINMENT
3363,2024-12-04,2232.99,debit,UPI Transfer,TRANSFER
3364,2024-07-20,1848.51,credit,Gaming Purchase,ENTERTAINMENT
3365,2025-09-19,4675.35,transfer,Stock Purchase,INVESTMENT
3366,2024-01-12,2364.75,credit,Doctor Consultation,MEDICAL
3367,2025-02-19,4158.0,debit,Wallet Transfer,TRANSFER
3368,2023-11-29,4401.58,transfer,Wallet Transfer,TRANSFER
3369,2024-08-11,4553.02,debit,Fuel Station,TRAVEL
3370,2025-06-28,1836.92,credit,Flipkart Order,SHOPPING
3371,2024-04-11,3447.79,debit,Stock Purchase,INVESTMENT
3372,2025-02-12,257.07,transfer,Medical Test,MEDICAL
3373,2025-03-23,4891.83,transfer,Gaming Purchase,ENTERTAINMENT
3374,2023-12-07,1961.81,credit,Flight Booking,TRAVEL
3375,2024-04-20,3282.66,transfer,Starbucks Coffee,FOOD
3376,2025-06-26,632.98,transfer,Amazon Purchase,SHOPPING
3377,2024-06-28,3924.05,credit,Medical Test,MEDICAL
3378,2024-09-07,4898.03,debit,Bonus Credit,SALARY
3379,2024-08-24,1181.46,debit,Pharmacy Purchase,MEDICAL
3380,2024-02-11,2956.64,debit,Gaming Purchase,ENTERTAINMENT
3381,2025-08-10,3261.36,credit,Stock Purchase,INVESTMENT
3382,2025-10-31,118.11,credit,McDonalds,FOOD
3383,2025-05-07,3713.54,transfer,Monthly Salary Credit,SALARY
3384,2024-03-12,1416.81,credit,Bank Transfer,TRANSFER
3385,2024-04-21,1398.78,credit,Wallet Transfer,TRANSFER
3386,2025-09-12,419.34,credit,Monthly Salary Credit,SALARY
3387,2024-08-20,4022.99,debit,Pharmacy Purchase,MEDICAL
3388,2024-06-29,882.05,credit,Monthly Salary Credit,SALARY
3389,2025-06-11,2226.8,credit,Gaming Purchase,ENTERTAINMENT
3390,2025-11-08,2307.41,debit,Bonus Credit,SALARY
3391,2025-10-29,2391.17,debit,UPI Transfer,TRANSFER
3392,2025-07-07,231.31,debit,Pharmacy Purchase,MEDICAL
3393,2024-08-01,4472.08,debit,Uber Ride,TRAVEL
3394,2025-10-18,738.27,debit,Stock Purchase,INVESTMENT
3395,2025-03-12,3484.54,credit,Medical Test,MEDICAL
3396,2025-03-24,2539.26,transfer,Netflix Subscription,ENTERTAINMENT
3397,2025-04-13,4267.81,debit,Bank Transfer,TRANSFER
3398,2024-08-07,2599.35,credit,Netflix Subscription,ENTERTAINMENT
3399,2023-12-28,4313.4,transfer,Myntra Clothing,SHOPPING
3400,2025-01-06,3764.33,debit,Starbucks Coffee,FOOD
3401,2024-05-19,1928.81,transfer,Bonus Credit,SALARY
3402,2023-12-15,4087.39,credit,Pharmacy Purchase,MEDICAL
3403,2024-05-06,2221.02,credit,Uber Ride,TRAVEL
3404,2025-05-06,1362.87,credit,Starbucks Coffee,FOOD
3405,2024-02-29,4328.25,transfer,Monthly Salary Credit,SALARY
3406,2025-09-24,3940.32,transfer,Pharmacy Purchase,MEDICAL
3407,2024-06-07,3993.27,debit,Pharmacy Purchase,MEDICAL
3408,2025-07-08,1381.33,debit,Water Bill,BILLS
3409,2025-04-23,1450.55,transfer,Uber Ride,TRAVEL
3410,2025-10-09,3562.76,debit,Amazon Purchase,SHOPPING
3411,2025-11-09,954.94,debit,Dominos Pizza,FOOD
3412,2024-03-21,3353.84,credit,Gaming Purchase,ENTERTAINMENT
3413,2024-01-08,2593.06,transfer,Flipkart Order,SHOPPING
3414,2025-01-09,3539.51,transfer,Wallet Transfer,TRANSFER
3415,2024-04-05,2712.8,debit,Restaurant Bill,FOOD
3416,2024-11-23,1481.66,credit,Movie Ticket,ENTERTAINMENT
3417,2024-04-10,4327.24,debit,Train Ticket,TRAVEL
3418,2025-04-05,1965.26,debit,Bonus Credit,SALARY
3419,2024-03-28,2697.58,credit,UPI Transfer,TRANSFER
3420,2024-06-21,3827.12,debit,McDonalds,FOOD
3421,2025-04-18,588.99,debit,Mutual Fund SIP,INVESTMENT
3422,2025-04-05,4563.66,debit,Internet Bill,BILLS
3423,2024-03-03,2527.86,transfer,Dominos Pizza,FOOD
3424,2023-12-05,4680.64,transfer,Water Bill,BILLS
3425,2024-03-12,391.12,debit,Amazon Purchase,SHOPPING
3426,2024-04-18,3741.79,debit,Flipkart Order,SHOPPING
3427,2024-11-01,443.11,debit,Bank Transfer,TRANSFER
3428,2025-07-06,2591.27,debit,Doctor Consultation,MEDICAL
3429,2024-06-06,173.06,credit,Myntra Clothing,SHOPPING
3430,2024-04-05,1621.31,transfer,Fuel Station,TRAVEL
3431,2025-02-21,3351.28,credit,Myntra Clothing,SHOPPING
3432,2024-03-31,2801.13,transfer,Amazon Purchase,SHOPPING
3433,2025-10-16,913.86,transfer,Mutual Fund SIP,INVESTMENT
3434,2025-05-15,589.61,credit,Uber Ride,TRAVEL
3435,2025-07-10,4273.15,credit,Pharmacy Purchase,MEDICAL
3436,2025-08-12,3858.6,debit,Pharmacy Purchase,MEDICAL
3437,2025-05-19,2532.68,transfer,Fuel Station,TRAVEL
3438,2024-03-09,1998.11,debit,Flipkart Order,SHOPPING
3439,2024-08-18,2970.13,transfer,Amazon Purchase,SHOPPING
3440,2025-09-14,3688.24,credit,Medical Test,MEDICAL
3441,2025-09-05,1787.2,credit,Movie Ticket,ENTERTAINMENT
3442,2024-04-16,1049.07,debit,Starbucks Coffee,FOOD
3443,2025-07-16,4513.48,credit,Restaurant Bill,FOOD
3444,2025-11-02,997.84,credit,Uber Ride,TRAVEL
3445,2024-03-23,2922.84,credit,Starbucks Coffee,FOOD
3446,2024-12-13,1525.59,debit,Crypto Buy,INVESTMENT
3447,2024-06-06,4458.06,transfer,Monthly Salary Credit,SALARY
3448,2024-05-15,85.43,credit,McDonalds,FOOD
3449,2024-06-20,3072.13,debit,Netflix Subscription,ENTERTAINMENT
3450,2025-05-01,1916.05,transfer,Netflix Subscription,ENTERTAINMENT
3451,2024-01-15,97.75,debit,Doctor Consultation,MEDICAL
3452,2024-08-14,4918.04,debit,Starbucks Coffee,FOOD
3453,2024-06-30,1529.13,transfer,Monthly Salary Credit,SALARY
3454,2024-03-31,389.94,debit,Medical Test,MEDICAL
3455,2025-07-03,1584.52,transfer,Stock Purchase,INVESTMENT
3456,2023-12-07,482.44,debit,Bonus Credit,SALARY
3457,2024-05-02,2389.34,credit,Amazon Purchase,SHOPPING
3458,2025-02-16,1815.68,debit,Pharmacy Purchase,MEDICAL
3459,2025-04-02,1957.68,transfer,Electricity Bill,BILLS
3460,2025-01-25,3656.34,transfer,Monthly Salary Credit,SALARY
3461,2025-01-16,478.4,credit,Myntra Clothing,SHOPPING
3462,2024-06-03,4521.51,transfer,Water Bill,BILLS
3463,2025-07-18,1290.43,credit,Movie Ticket,ENTERTAINMENT
3464,2025-07-17,1476.27,credit,Bonus Credit,SALARY
3465,2024-04-08,2609.0,transfer,Dominos Pizza,FOOD
3466,2025-01-10,2773.78,credit,Stock Purchase,INVESTMENT
3467,2024-04-04,657.84,credit,Pharmacy Purchase,MEDICAL
3468,2023-12-13,1576.01,transfer,Wallet Transfer,TRANSFER
3469,2023-12-12,2147.07,credit,Uber Ride,TRAVEL
3470,2024-03-28,2880.61,transfer,Uber Ride,TRAVEL
3471,2024-09-14,1774.95,debit,Movie Ticket,ENTERTAINMENT
3472,2024-02-10,1479.71,credit,Myntra Clothing,SHOPPING
3473,2024-10-13,4410.61,debit,Bonus Credit,SALARY
3474,2024-12-26,2771.35,debit,Pharmacy Purchase,MEDICAL
3475,2025-01-02,1908.08,debit,Myntra Clothing,SHOPPING
3476,2025-09-13,2063.58,debit,Bonus Credit,SALARY
3477,2025-02-21,681.06,debit,Bonus Credit,SALARY
3478,2024-08-23,3246.09,transfer,Starbucks Coffee,FOOD
3479,2025-09-28,4017.25,transfer,Myntra Clothing,SHOPPING
3480,2024-09-23,4083.76,credit,Internet Bill,BILLS
3481,2025-02-19,1509.04,debit,Monthly Salary Credit,SALARY
3482,2025-06-09,1144.67,transfer,Myntra Clothing,SHOPPING
3483,2024-07-06,112.08,transfer,Pharmacy Purchase,MEDICAL
3484,2024-07-20,583.43,debit,Stock Purchase,INVESTMENT
3485,2024-11-02,4142.36,debit,UPI Transfer,TRANSFER
3486,2024-08-10,2746.33,transfer,Flipkart Order,SHOPPING
3487,2025-02-18,607.79,transfer,Water Bill,BILLS
3488,2024-07-31,1913.75,debit,Fuel Station,TRAVEL
3489,2025-05-17,4624.56,debit,Flight Booking,TRAVEL
3490,2024-12-22,2777.66,transfer,Pharmacy Purchase,MEDICAL
3491,2024-05-15,4512.05,transfer,Mobile Recharge,BILLS
3492,2024-07-25,3872.71,credit,Gaming Purchase,ENTERTAINMENT
3493,2024-08-02,4690.73,transfer,Doctor Consultation,MEDICAL
3494,2024-07-26,1415.67,transfer,Bank Transfer,TRANSFER
3495,2024-06-04,3241.96,transfer,Water Bill,BILLS
